year_month,platform_name,media_type,avg_hours_per_user_per_month,monthly_active_users_millions,avg_sessions_per_user_per_month,retention_rate_pct,region
2018-09,Spotify,Streaming,32.31,95.75,21.1,91.2%,APAC
2018-10,Spotify,Streaming,33.9,94.43,22.3,0.9089,North America
2018-10,Spotify,Streaming,33.9,94.43,22.3,0.9089,Europe
2018-10,Spotify,Streaming,33.9,94.43,22.3,0.9089,APAC
2018-11,Spotify,Streaming,33.43,103.79,20.9,0.9165,North America
2018-11,Spotify,Streaming,33.43,103.79,20.9,0.9165,Europe
2018-11,Spotify,Streaming,33.43,103.79,20.9,91.6%,APAC
2018-12,Spotify,Streaming,33.12,95.25,21.1,0.9127,North America
2018-12,Spotify,Streaming,33.12,95.25,21.1,0.9127,Europe
2018-12,Spotify,Streaming,33.12,95.25,21.1,0.9127,APAC
2019-01,Spotify,Streaming,34.75,98.1,21.3,0.9128,North America
2019-01,Spotify,Streaming,34.75,98.1,21.3,91.3%,Europe
01/2019,Spotify,Streaming,34.75,98.1,21.3,0.9128,APAC
2019-02,Spotify,Streaming,36.1,98.96,22.9,93.3%,North America
2019-02,Spotify,Streaming,36.1,98.96,22.9,0.9328,Europe
2019-02,Spotify,Streaming,36.1,98.96,22.9,0.9328,APAC
2019-03,Spotify,Streaming,34.32,100.74,19.9,0.9189,North America
2019-03,Spotify,Streaming,34.32,100.74,19.9,0.9189,Europe
2019-03,Spotify,Streaming,34.32,100.74,19.9,0.9189,APAC
2019-04,Spotify,Streaming,33.29,102.09,20.5,0.915,North America
04/2019,Spotify,Streaming,33.29,102.09,20.5,91.5%,Europe
2019-04,Spotify,Streaming,33.29,102.09,20.5,0.915,APAC
2019-05,Spotify,Streaming,33.75,104.21,21.9,0.9285,North America
2019-05,Spotify,Streaming,33.75,104.21,21.9,92.8%,Europe
2019-05,Spotify,Streaming,33.75,104.21,21.9,0.9285,APAC
2019-06,Spotify,Streaming,35.36,100.47,21.0,0.8995,North America
2019-06,Spotify,Streaming,35.36,100.47,21.0,0.8995,Europe
2019-06,Spotify,Streaming,35.36,100.47,21.0,0.8995,APAC
2019-07,Spotify,Streaming,36.39,101.05,21.7,0.9146,North America
2019-07,Spotify,Streaming,36.39,101.05,21.7,0.9146,Europe
2019-07,Spotify,Streaming,36.39,101.05,21.7,91.5%,APAC
08/2019,Spotify,Streaming,37.02,105.25,21.8,0.9397,North America
2019-08,Spotify,Streaming,37.02,105.25,21.8,0.9397,Europe
2019-08,Spotify,Streaming,37.02,105.25,21.8,94.0%,APAC
2019-09,Spotify,Streaming,34.72,99.37,20.7,93.3%,North America
09/2019,Spotify,Streaming,34.72,99.37,20.7,0.9328,Europe
2019-09,Spotify,Streaming,34.72,99.37,20.7,93.3%,APAC
2019-10,Spotify,Streaming,34.71,100.61,21.1,0.9126,North America
10/2019,Spotify,Streaming,34.71,100.61,21.1,0.9126,Europe
2019-10,Spotify,Streaming,34.71,100.61,21.1,0.9126,APAC
2019-11,Spotify,Streaming,33.58,102.12,22.9,0.9135,North America
2019-11,Spotify,Streaming,33.58,102.12,22.9,0.9135,Europe
2019-11,Spotify,Streaming,33.58,102.12,22.9,91.4%,APAC
2019-12,Spotify,Streaming,32.95,104.04,21.4,93.2%,North America
2019-12,Spotify,Streaming,32.95,104.04,21.4,0.9317,Europe
2019-12,Spotify,Streaming,32.95,104.04,21.4,0.9317,APAC
2020-01,Spotify,Streaming,33.64,103.54,22.2,0.9318,North America
2020-01,Spotify,Streaming,33.64,103.54,22.2,0.9318,Europe
2020-01,Spotify,Streaming,33.64,103.54,22.2,0.9318,APAC
2020-02,Spotify,Streaming,34.04,105.37,22.7,0.9095,North America
2020-02,Spotify,Streaming,34.04,105.37,22.7,0.9095,Europe
2020-02,Spotify,Streaming,34.04,105.37,22.7,0.9095,APAC
2020-03,Spotify,Streaming,35.56,104.18,21.0,0.9126,North America
2020-03,Spotify,Streaming,35.56,104.18,21.0,0.9126,Europe
2020-03,Spotify,Streaming,35.56,104.18,21.0,0.9126,APAC
2020-04,Spotify,Streaming,35.86,107.66,22.5,0.9151,North America
2020-04,Spotify,Streaming,35.86,107.66,22.5,91.5%,Europe
2020-04,Spotify,Streaming,35.86,107.66,22.5,0.9151,APAC
2020-05,Spotify,Streaming,32.04,104.43,21.0,0.9217,North America
05/2020,Spotify,Streaming,32.04,104.43,21.0,0.9217,Europe
2020-05,Spotify,Streaming,32.04,104.43,21.0,0.9217,APAC
06/2020,Spotify,Streaming,33.88,104.66,21.8,0.9254,North America
2020-06,Spotify,Streaming,33.88,104.66,21.8,0.9254,Europe
06/2020,Spotify,Streaming,33.88,104.66,21.8,0.9254,APAC
2020-07,Spotify,Streaming,32.03,102.16,22.5,0.9169,North America
2020-07,Spotify,Streaming,32.03,102.16,22.5,91.7%,Europe
2020-07,Spotify,Streaming,32.03,102.16,22.5,0.9169,APAC
2020-08,Spotify,Streaming,31.38,105.8,23.5,0.9182,North America
2020-08,Spotify,Streaming,31.38,105.8,23.5,0.9182,Europe
2020-08,Spotify,Streaming,31.38,105.8,23.5,0.9182,APAC
2020-09,Spotify,Streaming,35.04,107.97,19.7,0.9254,North America
2020-09,Spotify,Streaming,35.04,107.97,19.7,0.9254,Europe
2020-09,Spotify,Streaming,35.04,107.97,19.7,0.9254,APAC
2020-10,Spotify,Streaming,36.88,108.03,26.3,93.0%,North America
2020-10,Spotify,Streaming,36.88,108.03,26.3,0.9296,Europe
2020-10,Spotify,Streaming,36.88,108.03,26.3,0.9296,APAC
2020-11,Spotify,Streaming,32.71,111.45,22.3,92.2%,North America
11/2020,Spotify,Streaming,32.71,111.45,22.3,92.2%,Europe
2020-11,Spotify,Streaming,32.71,111.45,22.3,92.2%,APAC
12/2020,Spotify,Streaming,35.88,107.55,22.4,0.9198,North America
2020-12,Spotify,Streaming,35.88,107.55,22.4,0.9198,Europe
2020-12,Spotify,Streaming,35.88,107.55,22.4,92.0%,APAC
2021-01,Spotify,Streaming,33.79,110.3,20.8,0.9218,North America
2021-01,Spotify,Streaming,33.79,110.3,20.8,0.9218,Europe
2021-01,Spotify,Streaming,33.79,110.3,20.8,0.9218,APAC
2021-02,Spotify,Streaming,35.5,111.71,22.4,0.9211,North America
2021-02,Spotify,Streaming,35.5,111.71,22.4,0.9211,Europe
02/2021,Spotify,Streaming,35.5,111.71,22.4,0.9211,APAC
03/2021,Spotify,Streaming,35.19,111.12,24.0,0.9339,North America
2021-03,Spotify,Streaming,35.19,111.12,24.0,0.9339,Europe
2021-03,Spotify,Streaming,35.19,111.12,24.0,0.9339,APAC
04/2021,Spotify,Streaming,36.14,111.34,23.4,0.9285,North America
2021-04,Spotify,Streaming,36.14,111.34,23.4,0.9285,Europe
2021-04,Spotify,Streaming,36.14,111.34,23.4,0.9285,APAC
05/2021,Spotify,Streaming,35.43,111.89,21.9,0.9261,North America
2021-05,Spotify,Streaming,35.43,111.89,21.9,0.9261,Europe
2021-05,Spotify,Streaming,35.43,111.89,21.9,0.9261,APAC
2021-06,Spotify,Streaming,36.76,111.3,22.2,0.9273,North America
2021-06,Spotify,Streaming,36.76,111.3,22.2,0.9273,Europe
06/2021,Spotify,Streaming,36.76,111.3,22.2,0.9273,APAC
2021-07,Spotify,Streaming,39.1,113.17,21.5,0.9377,North America
2021-07,Spotify,Streaming,39.1,113.17,21.5,93.8%,Europe
2021-07,Spotify,Streaming,39.1,113.17,21.5,0.9377,APAC
2021-08,Spotify,Streaming,35.51,113.51,23.6,93.8%,North America
2021-08,Spotify,Streaming,35.51,113.51,23.6,0.9383,Europe
2021-08,Spotify,Streaming,35.51,113.51,23.6,0.9383,APAC
09/2021,Spotify,Streaming,36.05,111.54,21.6,0.9136,North America
09/2021,Spotify,Streaming,36.05,111.54,21.6,91.4%,Europe
2021-09,Spotify,Streaming,36.05,111.54,21.6,0.9136,APAC
2021-10,Spotify,Streaming,38.57,111.47,21.8,0.9369,North America
10/2021,Spotify,Streaming,38.57,111.47,21.8,93.7%,Europe
10/2021,Spotify,Streaming,38.57,111.47,21.8,0.9369,APAC
2021-11,Spotify,Streaming,37.67,110.5,18.7,0.9319,North America
2021-11,Spotify,Streaming,37.67,110.5,18.7,93.2%,Europe
2021-11,Spotify,Streaming,37.67,110.5,18.7,0.9319,APAC
2021-12,Spotify,Streaming,37.02,109.94,22.9,94.4%,North America
2021-12,Spotify,Streaming,37.02,109.94,22.9,0.9436,Europe
2021-12,Spotify,Streaming,37.02,109.94,22.9,0.9436,APAC
2022-01,Spotify,Streaming,38.11,116.64,23.9,0.9225,North America
2022-01,Spotify,Streaming,38.11,116.64,23.9,0.9225,Europe
2022-01,Spotify,Streaming,38.11,116.64,23.9,92.3%,APAC
2022-02,Spotify,Streaming,38.92,113.53,20.8,0.9439,North America
2022-02,Spotify,Streaming,38.92,113.53,20.8,0.9439,Europe
2022-02,Spotify,Streaming,38.92,113.53,20.8,94.4%,APAC
2022-03,Spotify,Streaming,36.4,113.18,20.8,0.9277,North America
2022-03,Spotify,Streaming,36.4,113.18,20.8,0.9277,Europe
2022-03,Spotify,Streaming,36.4,113.18,20.8,0.9277,APAC
2022-04,Spotify,Streaming,39.58,114.28,21.4,93.7%,North America
2022-04,Spotify,Streaming,39.58,114.28,21.4,0.937,Europe
2022-04,Spotify,Streaming,39.58,114.28,21.4,0.937,APAC
05/2022,Spotify,Streaming,35.13,115.74,21.9,0.9149,North America
2022-05,Spotify,Streaming,35.13,115.74,21.9,91.5%,Europe
05/2022,Spotify,Streaming,35.13,115.74,21.9,0.9149,APAC
2022-06,Spotify,Streaming,35.92,119.57,22.1,0.9436,North America
2022-06,Spotify,Streaming,35.92,119.57,22.1,0.9436,Europe
2022-06,Spotify,Streaming,35.92,119.57,22.1,0.9436,APAC
2022-07,Spotify,Streaming,39.98,114.31,22.2,0.9404,North America
2022-07,Spotify,Streaming,39.98,114.31,22.2,0.9404,Europe
2022-07,Spotify,Streaming,39.98,114.31,22.2,0.9404,APAC
08/2022,Spotify,Streaming,38.59,118.94,22.3,0.9428,North America
08/2022,Spotify,Streaming,38.59,118.94,22.3,0.9428,Europe
08/2022,Spotify,Streaming,38.59,118.94,22.3,0.9428,APAC
2022-09,Spotify,Streaming,35.82,114.88,22.1,0.9348,North America
09/2022,Spotify,Streaming,35.82,114.88,22.1,0.9348,Europe
2022-09,Spotify,Streaming,35.82,114.88,22.1,0.9348,APAC
2022-10,Spotify,Streaming,36.72,122.02,22.7,0.9517,North America
2022-10,Spotify,Streaming,36.72,122.02,22.7,0.9517,Europe
2022-10,Spotify,Streaming,36.72,122.02,22.7,95.2%,APAC
2022-11,Spotify,Streaming,38.64,117.18,22.1,0.9275,North America
2022-11,Spotify,Streaming,38.64,117.18,22.1,0.9275,Europe
11/2022,Spotify,Streaming,38.64,117.18,22.1,0.9275,APAC
12/2022,Spotify,Streaming,39.03,115.52,21.8,0.9408,North America
2022-12,Spotify,Streaming,39.03,115.52,21.8,0.9408,Europe
2022-12,Spotify,Streaming,39.03,115.52,21.8,0.9408,APAC
2023-01,Spotify,Streaming,35.89,116.68,24.1,0.9339,North America
01/2023,Spotify,Streaming,35.89,116.68,24.1,93.4%,Europe
2023-01,Spotify,Streaming,35.89,116.68,24.1,0.9339,APAC
2023-02,Spotify,Streaming,39.7,116.13,20.3,94.3%,North America
2023-02,Spotify,Streaming,39.7,116.13,20.3,0.9434,Europe
2023-02,Spotify,Streaming,39.7,116.13,20.3,0.9434,APAC
2023-03,Spotify,Streaming,40.6,118.26,23.5,0.9381,North America
2023-03,Spotify,Streaming,40.6,118.26,23.5,0.9381,Europe
2023-03,Spotify,Streaming,40.6,118.26,23.5,93.8%,APAC
2023-04,Spotify,Streaming,37.16,116.81,23.1,0.9337,North America
2023-04,Spotify,Streaming,37.16,116.81,23.1,0.9337,Europe
2023-04,Spotify,Streaming,37.16,116.81,23.1,93.4%,APAC
2023-05,Spotify,Streaming,36.92,114.34,22.6,0.9355,North America
2023-05,Spotify,Streaming,36.92,114.34,22.6,93.5%,Europe
2023-05,Spotify,Streaming,36.92,114.34,22.6,0.9355,APAC
2023-06,Spotify,Streaming,41.11,119.47,23.3,0.9364,North America
2023-06,Spotify,Streaming,41.11,119.47,23.3,0.9364,Europe
2023-06,Spotify,Streaming,41.11,119.47,23.3,0.9364,APAC
2023-07,Spotify,Streaming,36.62,120.02,22.5,0.9429,North America
2023-07,Spotify,Streaming,36.62,120.02,22.5,0.9429,Europe
2023-07,Spotify,Streaming,36.62,120.02,22.5,0.9429,APAC
2023-08,Spotify,Streaming,38.77,121.27,21.3,0.9166,North America
2023-08,Spotify,Streaming,38.77,121.27,21.3,0.9166,Europe
2023-08,Spotify,Streaming,38.77,121.27,21.3,0.9166,APAC
2023-09,Spotify,Streaming,40.33,119.64,22.5,0.9426,North America
2023-09,Spotify,Streaming,40.33,119.64,22.5,0.9426,Europe
2023-09,Spotify,Streaming,40.33,119.64,22.5,0.9426,APAC
2023-10,Spotify,Streaming,39.25,122.34,21.8,0.9329,North America
10/2023,Spotify,Streaming,39.25,122.34,21.8,0.9329,Europe
2023-10,Spotify,Streaming,39.25,122.34,21.8,0.9329,APAC
2023-11,Spotify,Streaming,40.79,122.71,22.2,0.9371,North America
2023-11,Spotify,Streaming,40.79,122.71,22.2,93.7%,Europe
11/2023,Spotify,Streaming,40.79,122.71,22.2,0.9371,APAC
12/2023,Spotify,Streaming,41.06,118.7,21.6,0.9551,North America
2023-12,Spotify,Streaming,41.06,118.7,21.6,0.9551,Europe
2023-12,Spotify,Streaming,41.06,118.7,21.6,95.5%,APAC
2024-01,Spotify,Streaming,40.73,125.59,21.2,0.9303,North America
2024-01,Spotify,Streaming,40.73,125.59,21.2,0.9303,Europe
2024-01,Spotify,Streaming,40.73,125.59,21.2,93.0%,APAC
2024-02,Spotify,Streaming,39.78,122.03,21.1,0.9618,North America
2024-02,Spotify,Streaming,39.78,122.03,21.1,0.9618,Europe
2024-02,Spotify,Streaming,39.78,122.03,21.1,0.9618,APAC
2024-03,Spotify,Streaming,39.49,124.41,21.6,0.933,North America
03/2024,Spotify,Streaming,39.49,124.41,21.6,93.3%,Europe
2024-03,Spotify,Streaming,39.49,124.41,21.6,0.933,APAC
2024-04,Spotify,Streaming,40.91,123.73,21.4,0.9446,North America
2024-04,Spotify,Streaming,40.91,123.73,21.4,0.9446,Europe
2024-04,Spotify,Streaming,40.91,123.73,21.4,0.9446,APAC
2024-05,Spotify,Streaming,38.27,125.44,22.0,96.4%,North America
2024-05,Spotify,Streaming,38.27,125.44,22.0,0.9635,Europe
2024-05,Spotify,Streaming,38.27,125.44,22.0,96.4%,APAC
2024-06,Spotify,Streaming,40.99,126.59,23.9,93.4%,North America
2024-06,Spotify,Streaming,40.99,126.59,23.9,0.9338,Europe
06/2024,Spotify,Streaming,40.99,126.59,23.9,0.9338,APAC
2024-07,Spotify,Streaming,41.07,128.86,24.0,0.9397,North America
2024-07,Spotify,Streaming,41.07,128.86,24.0,0.9397,Europe
2024-07,Spotify,Streaming,41.07,128.86,24.0,0.9397,APAC
2024-08,Spotify,Streaming,42.04,127.11,21.7,95.0%,North America
08/2024,Spotify,Streaming,42.04,127.11,21.7,0.9498,Europe
08/2024,Spotify,Streaming,42.04,127.11,21.7,0.9498,APAC
09/2024,Spotify,Streaming,42.79,126.68,20.8,0.9283,North America
2024-09,Spotify,Streaming,42.79,126.68,20.8,92.8%,Europe
09/2024,Spotify,Streaming,42.79,126.68,20.8,0.9283,APAC
2024-10,Spotify,Streaming,40.83,127.42,23.3,0.9479,North America
2024-10,Spotify,Streaming,40.83,127.42,23.3,0.9479,Europe
2024-10,Spotify,Streaming,40.83,127.42,23.3,0.9479,APAC
11/2024,Spotify,Streaming,38.29,127.49,22.8,0.9308,North America
2024-11,Spotify,Streaming,38.29,127.49,22.8,0.9308,Europe
11/2024,Spotify,Streaming,38.29,127.49,22.8,0.9308,APAC
2024-12,Spotify,Streaming,41.19,128.44,23.4,0.9409,North America
2024-12,Spotify,Streaming,41.19,128.44,23.4,0.9409,Europe
12/2024,Spotify,Streaming,41.19,128.44,23.4,0.9409,APAC
2015-01,CBS Evening News,Broadcast TV,57.08,9.18,2.1,0.7187,North America
2015-01,CBS Evening News,Broadcast TV,57.08,9.18,2.1,71.9%,Europe
01/2015,CBS Evening News,Broadcast TV,57.08,9.18,2.1,0.7187,APAC
2015-04,CBS Evening News,Broadcast TV,53.26,9.18,2.1,73.3%,North America
04/2015,CBS Evening News,Broadcast TV,53.26,9.18,2.1,0.7335,Europe
2015-04,CBS Evening News,Broadcast TV,53.26,9.18,2.1,0.7335,APAC
05/2015,CBS Evening News,Broadcast TV,53.1,9.0,2.1,0.7031,North America
05/2015,CBS Evening News,Broadcast TV,53.1,9.0,2.1,0.7031,Europe
05/2015,CBS Evening News,Broadcast TV,53.1,9.0,2.1,0.7031,APAC
2015-06,CBS Evening News,Broadcast TV,55.35,8.3,2.0,0.7034,North America
2015-06,CBS Evening News,Broadcast TV,55.35,8.3,2.0,0.7034,Europe
2015-06,CBS Evening News,Broadcast TV,55.35,8.3,2.0,0.7034,APAC
07/2015,CBS Evening News,Broadcast TV,53.74,8.48,2.0,0.7179,North America
07/2015,CBS Evening News,Broadcast TV,53.74,8.48,2.0,0.7179,Europe
2015-07,CBS Evening News,Broadcast TV,53.74,8.48,2.0,71.8%,APAC
2015-08,CBS Evening News,Broadcast TV,53.84,8.58,2.2,0.7235,North America
2015-08,CBS Evening News,Broadcast TV,53.84,8.58,2.2,0.7235,Europe
08/2015,CBS Evening News,Broadcast TV,53.84,8.58,2.2,0.7235,APAC
09/2015,CBS Evening News,Broadcast TV,53.15,8.6,2.0,0.7169,North America
2015-09,CBS Evening News,Broadcast TV,53.15,8.6,2.0,0.7169,Europe
2015-09,CBS Evening News,Broadcast TV,53.15,8.6,2.0,0.7169,APAC
10/2015,CBS Evening News,Broadcast TV,53.73,8.98,2.1,0.6919,North America
2015-10,CBS Evening News,Broadcast TV,53.73,8.98,2.1,0.6919,Europe
2015-10,CBS Evening News,Broadcast TV,53.73,8.98,2.1,0.6919,APAC
11/2015,CBS Evening News,Broadcast TV,54.05,8.61,2.0,0.7091,North America
2015-11,CBS Evening News,Broadcast TV,54.05,8.61,2.0,0.7091,Europe
2015-11,CBS Evening News,Broadcast TV,54.05,8.61,2.0,0.7091,APAC
2015-12,CBS Evening News,Broadcast TV,50.33,9.15,2.0,0.7094,North America
12/2015,CBS Evening News,Broadcast TV,50.33,9.15,2.0,0.7094,Europe
2015-12,CBS Evening News,Broadcast TV,50.33,9.15,2.0,0.7094,APAC
2016-01,CBS Evening News,Broadcast TV,55.58,8.37,2.0,71.3%,North America
2016-01,CBS Evening News,Broadcast TV,55.58,8.37,2.0,0.7127,Europe
2016-01,CBS Evening News,Broadcast TV,55.58,8.37,2.0,0.7127,APAC
2016-02,CBS Evening News,Broadcast TV,55.26,8.01,1.9,0.706,North America
2016-02,CBS Evening News,Broadcast TV,55.26,8.01,1.9,0.706,Europe
2016-02,CBS Evening News,Broadcast TV,55.26,8.01,1.9,0.706,APAC
2016-03,CBS Evening News,Broadcast TV,54.32,8.76,1.9,69.9%,North America
2016-03,CBS Evening News,Broadcast TV,54.32,8.76,1.9,0.6989,Europe
2016-03,CBS Evening News,Broadcast TV,54.32,8.76,1.9,0.6989,APAC
2016-04,CBS Evening News,Broadcast TV,53.13,8.33,2.0,71.3%,North America
2016-04,CBS Evening News,Broadcast TV,53.13,8.33,2.0,0.7134,Europe
2016-04,CBS Evening News,Broadcast TV,53.13,8.33,2.0,0.7134,APAC
2016-05,CBS Evening News,Broadcast TV,47.43,8.46,1.8,0.6936,North America
2016-05,CBS Evening News,Broadcast TV,47.43,8.46,1.8,0.6936,Europe
2016-05,CBS Evening News,Broadcast TV,47.43,8.46,1.8,0.6936,APAC
2016-06,CBS Evening News,Broadcast TV,50.66,8.57,2.0,0.7163,North America
06/2016,CBS Evening News,Broadcast TV,50.66,8.57,2.0,0.7163,Europe
2016-06,CBS Evening News,Broadcast TV,50.66,8.57,2.0,0.7163,APAC
2016-07,CBS Evening News,Broadcast TV,51.81,8.65,1.9,0.6974,North America
2016-07,CBS Evening News,Broadcast TV,51.81,8.65,1.9,69.7%,Europe
2016-07,CBS Evening News,Broadcast TV,51.81,8.65,1.9,0.6974,APAC
08/2016,CBS Evening News,Broadcast TV,50.6,7.96,2.0,0.6971,North America
2016-08,CBS Evening News,Broadcast TV,50.6,7.96,2.0,0.6971,Europe
2016-08,CBS Evening News,Broadcast TV,50.6,7.96,2.0,0.6971,APAC
09/2016,CBS Evening News,Broadcast TV,52.61,8.34,2.1,0.6905,North America
2016-09,CBS Evening News,Broadcast TV,52.61,8.34,2.1,0.6905,Europe
2016-09,CBS Evening News,Broadcast TV,52.61,8.34,2.1,0.6905,APAC
2016-10,CBS Evening News,Broadcast TV,50.06,8.67,1.9,0.689,North America
2016-10,CBS Evening News,Broadcast TV,50.06,8.67,1.9,0.689,Europe
2016-10,CBS Evening News,Broadcast TV,50.06,8.67,1.9,0.689,APAC
2016-11,CBS Evening News,Broadcast TV,49.65,8.26,2.1,0.7078,North America
11/2016,CBS Evening News,Broadcast TV,49.65,8.26,2.1,70.8%,Europe
2016-11,CBS Evening News,Broadcast TV,49.65,8.26,2.1,0.7078,APAC
2016-12,CBS Evening News,Broadcast TV,54.43,8.54,2.0,0.686,North America
2016-12,CBS Evening News,Broadcast TV,54.43,8.54,2.0,0.686,Europe
2016-12,CBS Evening News,Broadcast TV,54.43,8.54,2.0,0.686,APAC
2017-01,CBS Evening News,Broadcast TV,50.8,8.75,2.1,0.684,North America
2017-01,CBS Evening News,Broadcast TV,50.8,8.75,2.1,0.684,Europe
2017-01,CBS Evening News,Broadcast TV,50.8,8.75,2.1,0.684,APAC
2017-02,CBS Evening News,Broadcast TV,54.04,8.87,2.1,0.6909,North America
02/2017,CBS Evening News,Broadcast TV,54.04,8.87,2.1,69.1%,Europe
02/2017,CBS Evening News,Broadcast TV,54.04,8.87,2.1,0.6909,APAC
03/2017,CBS Evening News,Broadcast TV,56.7,8.11,1.8,0.6786,North America
2017-03,CBS Evening News,Broadcast TV,56.7,8.11,1.8,0.6786,Europe
2017-03,CBS Evening News,Broadcast TV,56.7,8.11,1.8,0.6786,APAC
04/2017,CBS Evening News,Broadcast TV,53.46,7.71,2.0,0.6893,North America
2017-04,CBS Evening News,Broadcast TV,53.46,7.71,2.0,0.6893,Europe
2017-04,CBS Evening News,Broadcast TV,53.46,7.71,2.0,0.6893,APAC
2017-05,CBS Evening News,Broadcast TV,52.29,8.37,2.1,0.6942,North America
2017-05,CBS Evening News,Broadcast TV,52.29,8.37,2.1,69.4%,Europe
2017-05,CBS Evening News,Broadcast TV,52.29,8.37,2.1,0.6942,APAC
2017-06,CBS Evening News,Broadcast TV,49.91,8.01,2.1,0.6833,North America
2017-06,CBS Evening News,Broadcast TV,49.91,8.01,2.1,0.6833,Europe
2017-06,CBS Evening News,Broadcast TV,49.91,8.01,2.1,0.6833,APAC
2017-07,CBS Evening News,Broadcast TV,53.5,8.33,1.9,0.7018,North America
2017-07,CBS Evening News,Broadcast TV,53.5,8.33,1.9,0.7018,Europe
07/2017,CBS Evening News,Broadcast TV,53.5,8.33,1.9,0.7018,APAC
2017-08,CBS Evening News,Broadcast TV,54.92,8.62,2.2,0.6964,North America
2017-08,CBS Evening News,Broadcast TV,54.92,8.62,2.2,0.6964,Europe
2017-08,CBS Evening News,Broadcast TV,54.92,8.62,2.2,0.6964,APAC
09/2017,CBS Evening News,Broadcast TV,48.17,7.98,2.1,0.6806,North America
2017-09,CBS Evening News,Broadcast TV,48.17,7.98,2.1,0.6806,Europe
2017-09,CBS Evening News,Broadcast TV,48.17,7.98,2.1,0.6806,APAC
2017-10,CBS Evening News,Broadcast TV,49.27,8.34,2.1,0.7007,North America
10/2017,CBS Evening News,Broadcast TV,49.27,8.34,2.1,0.7007,Europe
10/2017,CBS Evening News,Broadcast TV,49.27,8.34,2.1,0.7007,APAC
2017-11,CBS Evening News,Broadcast TV,51.83,7.79,2.1,0.6775,North America
11/2017,CBS Evening News,Broadcast TV,51.83,7.79,2.1,0.6775,Europe
2017-11,CBS Evening News,Broadcast TV,51.83,7.79,2.1,0.6775,APAC
12/2017,CBS Evening News,Broadcast TV,52.71,8.04,1.8,0.6808,North America
2017-12,CBS Evening News,Broadcast TV,52.71,8.04,1.8,68.1%,Europe
2017-12,CBS Evening News,Broadcast TV,52.71,8.04,1.8,0.6808,APAC
2018-01,CBS Evening News,Broadcast TV,48.9,8.6,2.0,0.6712,North America
2018-01,CBS Evening News,Broadcast TV,48.9,8.6,2.0,0.6712,Europe
2018-01,CBS Evening News,Broadcast TV,48.9,8.6,2.0,0.6712,APAC
2018-02,CBS Evening News,Broadcast TV,52.94,7.62,2.1,68.5%,North America
02/2018,CBS Evening News,Broadcast TV,52.94,7.62,2.1,0.6848,Europe
2018-02,CBS Evening News,Broadcast TV,52.94,7.62,2.1,0.6848,APAC
2018-03,CBS Evening News,Broadcast TV,50.84,8.83,2.1,0.6653,North America
2018-03,CBS Evening News,Broadcast TV,50.84,8.83,2.1,0.6653,Europe
2018-03,CBS Evening News,Broadcast TV,50.84,8.83,2.1,0.6653,APAC
2018-04,CBS Evening News,Broadcast TV,50.36,8.18,1.9,0.6854,North America
2018-04,CBS Evening News,Broadcast TV,50.36,8.18,1.9,0.6854,Europe
2018-04,CBS Evening News,Broadcast TV,50.36,8.18,1.9,0.6854,APAC
2018-05,CBS Evening News,Broadcast TV,51.06,7.36,2.0,0.686,North America
2018-05,CBS Evening News,Broadcast TV,51.06,7.36,2.0,0.686,Europe
2018-05,CBS Evening News,Broadcast TV,51.06,7.36,2.0,0.686,APAC
2018-06,CBS Evening News,Broadcast TV,51.77,8.21,2.0,68.3%,North America
06/2018,CBS Evening News,Broadcast TV,51.77,8.21,2.0,0.6827,Europe
2018-06,CBS Evening News,Broadcast TV,51.77,8.21,2.0,0.6827,APAC
2018-07,CBS Evening News,Broadcast TV,48.62,7.65,2.1,0.6899,North America
2018-07,CBS Evening News,Broadcast TV,48.62,7.65,2.1,69.0%,Europe
2018-07,CBS Evening News,Broadcast TV,48.62,7.65,2.1,0.6899,APAC
2018-08,CBS Evening News,Broadcast TV,49.79,7.85,2.1,0.668,North America
2018-08,CBS Evening News,Broadcast TV,49.79,7.85,2.1,66.8%,Europe
2018-08,CBS Evening News,Broadcast TV,49.79,7.85,2.1,0.668,APAC
2018-09,CBS Evening News,Broadcast TV,51.49,8.39,2.0,0.6672,North America
2018-09,CBS Evening News,Broadcast TV,51.49,8.39,2.0,0.6672,Europe
09/2018,CBS Evening News,Broadcast TV,51.49,8.39,2.0,66.7%,APAC
2018-10,CBS Evening News,Broadcast TV,50.51,7.98,1.9,67.3%,North America
2018-10,CBS Evening News,Broadcast TV,50.51,7.98,1.9,0.6728,Europe
2018-10,CBS Evening News,Broadcast TV,50.51,7.98,1.9,0.6728,APAC
2018-11,CBS Evening News,Broadcast TV,51.7,7.97,2.1,66.5%,North America
2018-11,CBS Evening News,Broadcast TV,51.7,7.97,2.1,66.5%,Europe
2018-11,CBS Evening News,Broadcast TV,51.7,7.97,2.1,0.6648,APAC
2018-12,CBS Evening News,Broadcast TV,52.17,7.77,2.1,0.6738,North America
2018-12,CBS Evening News,Broadcast TV,52.17,7.77,2.1,67.4%,Europe
2018-12,CBS Evening News,Broadcast TV,52.17,7.77,2.1,0.6738,APAC
2019-01,CBS Evening News,Broadcast TV,48.0,7.71,2.1,65.0%,North America
2019-01,CBS Evening News,Broadcast TV,48.0,7.71,2.1,0.6505,Europe
2019-01,CBS Evening News,Broadcast TV,48.0,7.71,2.1,65.0%,APAC
