survey_year,respondent_id,switched_from,switched_to,primary_switch_reason,secondary_switch_reason,age_group,region,household_income_bracket,satisfaction_score
2018,11775,Cable television,Hulu,Convenience,,45-54,Midwest,>$150K,4.0
2018,10783,Broadcast TV,Hulu,Recommendation,Content Selection,45-54,Northeast,$35K-$75K,7.0
2018,10234,CABLE TV,Max,Device Availability,Recommendation,35-44,Northeast,$75K-$150K,4.0
2018,10291,Broadcast TV,Amazon Prime Video,Device Availability,Convenience,55+,West,$35K-$75K,4.0
2018,11149,Broadcast TV,YouTube,Content Selection,,25-34,Midwest,$35K-$75K,6.0
2018,10870,Cable TV,Spotify,Bundling,Bundling,45-54,Northeast,>$150K,
2018,11819,Newspaper,Peacock,Convenience,Bundling,45-54,West,$75K-$150K,3.46
2018,10266,Broadcast TV,Max,Recommendation,,35-44,Northeast,>$150K,7.05
2018,10975,Network TV,Hulu,Content Selection,Convenience,35-44,Northeast,<$35K,
2018,10439,Broadcast TV,YouTube,Device Availability,,35-44,South,<$35K,2.0
2018,10913,Broadcast,Hulu,Bundling,,18-24,West,<$35K,7.55
2018,10159,cable tv,Hulu,Content Selection,Recommendation,18-24,Midwest,>$150K,9.28
2018,10756,Cable TV,YouTube,Recommendation,Bundling,55+,Northeast,>$150K,8.0
2018,11386,Satellite Radio,Apple TV+,Device Availability,,18-24,West,$75K-$150K,
2018,11077,Broadcast,YouTube,Content Selection,,35-44,Midwest,>$150K,6.0
2018,10824,Cable,Netflix,Price,Bundling,45-54,Midwest,$75K-$150K,5.0
2018,11204,broadcast tv,Apple TV+,Price,,25-34,Northeast,$35K-$75K,6.0
2018,11144,SiriusXM,Apple TV+,Content Selection,,25-34,Northeast,$75K-$150K,8.0
2018,11062,broadcast tv,YouTube,Convenience,Content Selection,18-24,West,<$35K,9.0
2018,11595,Broadcast,Paramount+,Bundling,Recommendation,35-44,West,$35K-$75K,
2018,10808,cable tv,Netflix,Bundling,Convenience,45-54,South,$75K-$150K,
2018,11785,Cable,Max,Content Selection,Convenience,25-34,Midwest,$35K-$75K,7.0
2018,10540,Cable,Peacock,Device Availability,,18-24,Midwest,$35K-$75K,7.14
2018,11196,Satellite radio,Spotify,Bundling,,18-24,Northeast,$35K-$75K,8.0
2018,11021,broadcast tv,YouTube,Recommendation,,25-34,Northeast,$35K-$75K,6.16
2018,11303,Cable,Netflix,Device Availability,,25-34,West,$35K-$75K,6.0
2018,10867,Cable television,Spotify,Convenience,,45-54,South,$75K-$150K,4.0
2018,10901,Network TV,Paramount+,Convenience,,55+,Northeast,$35K-$75K,7.0
2018,11411,Cable television,YouTube,Content Selection,,35-44,Midwest,<$35K,7.99
2018,11906,broadcast tv,Amazon Prime Video,Bundling,Bundling,55+,Midwest,>$150K,5.0
2018,11941,Cable TV,Disney+,Recommendation,Device Availability,18-24,Midwest,<$35K,7.0
2018,11002,Broadcast TV,Max,Content Selection,Price,35-44,Northeast,$35K-$75K,5.0
2018,11498,satellite radio,Amazon Prime Video,Device Availability,,25-34,Midwest,<$35K,9.13
2018,11993,Cable television,Peacock,Bundling,,18-24,West,$35K-$75K,7.66
2018,10853,CABLE TV,Spotify,Recommendation,,45-54,Midwest,<$35K,5.83
2018,11687,SiriusXM,Amazon Prime Video,Recommendation,Bundling,18-24,Midwest,$35K-$75K,5.97
2018,10333,satellite radio,Apple TV+,Content Selection,Device Availability,45-54,Midwest,$75K-$150K,6.0
2018,10295,Cable,Disney+,Convenience,,55+,West,>$150K,7.31
2018,11035,CABLE TV,Paramount+,Device Availability,,18-24,South,<$35K,8.52
2018,10260,SiriusXM,Netflix,Content Selection,Recommendation,35-44,South,$35K-$75K,6.0
2018,10992,cable tv,Peacock,Recommendation,Price,25-34,West,>$150K,9.0
2018,11456,print media,Disney+,Content Selection,Device Availability,45-54,South,$75K-$150K,4.99
2018,10937,Cable,Paramount+,Price,,55+,South,$75K-$150K,6.0
2018,10264,Broadcast TV,Hulu,Convenience,,45-54,Midwest,$75K-$150K,4.0
2018,11982,CABLE TV,Peacock,Recommendation,Device Availability,25-34,Northeast,>$150K,8.92
2018,11442,Satellite radio,Max,Device Availability,,18-24,South,>$150K,4.0
2018,11051,satellite radio,Peacock,Recommendation,Content Selection,55+,Northeast,>$150K,
2018,11767,Network TV,Peacock,Convenience,,25-34,West,<$35K,8.0
2018,11083,Network TV,Paramount+,Price,Device Availability,25-34,West,$35K-$75K,6.86
2018,10241,Cable TV,YouTube,Price,Price,55+,West,$35K-$75K,9.5
2018,11422,Cable,Netflix,Device Availability,,45-54,Northeast,<$35K,8.0
2018,10435,Cable TV,Netflix,Recommendation,,25-34,Midwest,$35K-$75K,
2018,10932,Cable,Hulu,Content Selection,,18-24,South,$35K-$75K,
2018,10969,broadcast tv,Apple TV+,Bundling,,55+,South,>$150K,8.0
2018,10066,Cable television,Apple TV+,Price,Recommendation,25-34,Northeast,$75K-$150K,6.0
2018,11528,Cable,Peacock,Convenience,,45-54,Northeast,$35K-$75K,7.0
2018,10321,Cable,Apple TV+,Content Selection,,35-44,West,<$35K,8.0
2018,11933,Network TV,Spotify,Device Availability,,55+,Northeast,$35K-$75K,9.81
2018,11887,Broadcast,YouTube,Price,Convenience,45-54,Midwest,$35K-$75K,7.2
2018,11949,CABLE TV,Paramount+,Device Availability,,25-34,Midwest,$75K-$150K,5.0
2018,10243,broadcast tv,Netflix,Content Selection,,35-44,Midwest,$35K-$75K,4.41
2018,11232,print media,Amazon Prime Video,Bundling,,55+,Midwest,$35K-$75K,6.61
2018,11745,Cable,Amazon Prime Video,Content Selection,Bundling,55+,South,$35K-$75K,7.0
2018,10836,Broadcast,Amazon Prime Video,Content Selection,Bundling,25-34,Midwest,$75K-$150K,3.0
2018,10225,broadcast tv,Peacock,Recommendation,Recommendation,45-54,West,$35K-$75K,5.0
2018,10247,Cable television,Peacock,Price,,35-44,South,$35K-$75K,7.0
2018,11170,Broadcast TV,Apple TV+,Content Selection,,25-34,South,$35K-$75K,
2018,10593,satellite radio,Paramount+,Recommendation,,45-54,Midwest,>$150K,4.0
2018,10082,Cable TV,Peacock,Bundling,Recommendation,35-44,Midwest,>$150K,7.0
2018,11070,Cable television,Peacock,Device Availability,Recommendation,18-24,Midwest,<$35K,6.0
2018,10313,broadcast tv,Amazon Prime Video,Bundling,,25-34,Northeast,<$35K,4.0
2018,10760,Newspaper,YouTube,Price,,25-34,West,$35K-$75K,7.0
2018,10624,Network TV,YouTube,Convenience,,18-24,Northeast,$75K-$150K,5.59
2018,10766,Cable television,Max,Price,,45-54,Northeast,<$35K,9.0
2018,10621,Broadcast,Disney+,Convenience,Content Selection,25-34,West,$35K-$75K,7.98
2018,10602,Broadcast,Disney+,Content Selection,Content Selection,25-34,Midwest,>$150K,3.0
2018,10995,Cable TV,Peacock,Price,Convenience,18-24,South,>$150K,8.0
2018,10057,cable tv,Netflix,Device Availability,,18-24,Northeast,$35K-$75K,7.0
2018,11620,SiriusXM,Paramount+,Convenience,,35-44,Midwest,$75K-$150K,7.0
2018,10292,Newspaper,Peacock,Bundling,Convenience,35-44,Northeast,<$35K,4.0
2018,10291,CABLE TV,Hulu,Bundling,Device Availability,25-34,Midwest,>$150K,8.0
2018,11605,Network TV,Amazon Prime Video,Price,,35-44,Northeast,$75K-$150K,10.0
2018,11207,Cable television,Peacock,Device Availability,,18-24,Midwest,>$150K,3.0
2018,10863,Broadcast TV,Peacock,Convenience,,25-34,Northeast,$35K-$75K,6.0
2018,10099,Newspaper,Disney+,Recommendation,,45-54,South,$35K-$75K,7.0
2018,11918,Broadcast TV,Hulu,Recommendation,,18-24,South,$75K-$150K,9.31
2018,11831,Broadcast TV,Disney+,Bundling,,45-54,Northeast,$75K-$150K,5.0
2018,11820,Satellite Radio,Apple TV+,Recommendation,,45-54,West,$35K-$75K,6.95
2018,10580,Broadcast,Hulu,Bundling,Convenience,45-54,Northeast,$75K-$150K,
2018,10441,Network TV,Peacock,Convenience,,25-34,South,<$35K,5.03
2018,10374,print media,Paramount+,Device Availability,,55+,Midwest,$35K-$75K,8.0
2018,11677,Satellite Radio,YouTube,Convenience,Device Availability,18-24,Midwest,>$150K,6.0
2018,11514,cable tv,Disney+,Device Availability,Device Availability,25-34,Northeast,$35K-$75K,6.0
2018,11001,Cable,Netflix,Bundling,Recommendation,45-54,Midwest,>$150K,5.0
2018,10004,CABLE TV,Peacock,Price,Bundling,18-24,Midwest,>$150K,8.0
2018,10250,Network TV,Max,Content Selection,Device Availability,25-34,Northeast,$75K-$150K,6.0
2018,11121,Cable television,Disney+,Price,Recommendation,25-34,Northeast,<$35K,4.0
2018,10714,Broadcast,Peacock,Content Selection,Content Selection,45-54,West,$75K-$150K,5.0
2018,10138,Broadcast TV,Paramount+,Device Availability,Device Availability,45-54,Midwest,<$35K,2.66
2018,11782,Broadcast,Netflix,Bundling,,55+,West,$75K-$150K,7.0
2018,10091,Newspaper,Max,Bundling,Convenience,18-24,South,>$150K,6.05
2018,10855,Network TV,Hulu,Bundling,,55+,Northeast,$35K-$75K,10.0
2018,10985,CABLE TV,Paramount+,Convenience,Content Selection,55+,South,$35K-$75K,5.98
2018,11173,Satellite Radio,Hulu,Bundling,Bundling,25-34,West,<$35K,7.0
2018,10634,CABLE TV,Paramount+,Content Selection,,35-44,Midwest,$35K-$75K,7.0
2018,11158,Cable TV,Amazon Prime Video,Content Selection,Content Selection,25-34,South,$75K-$150K,6.0
2018,10926,Cable,Peacock,Recommendation,Convenience,45-54,South,$35K-$75K,
2018,11843,Broadcast,Apple TV+,Bundling,,55+,South,>$150K,7.0
2018,10691,print media,Hulu,Convenience,Price,55+,West,<$35K,5.39
2018,11600,Print Media,Disney+,Content Selection,Price,45-54,South,>$150K,10.0
2018,10772,SiriusXM,Hulu,Bundling,Bundling,35-44,Midwest,<$35K,5.86
2018,10973,Newspaper,Disney+,Convenience,,55+,West,>$150K,6.0
2018,11708,Broadcast,Peacock,Bundling,,18-24,Midwest,$35K-$75K,6.0
2018,11474,Network TV,Apple TV+,Recommendation,,35-44,West,$35K-$75K,6.0
2018,11707,Cable TV,Hulu,Price,,18-24,South,<$35K,10.14
2018,11240,Print,Peacock,Device Availability,,25-34,West,>$150K,1.0
2018,10271,Broadcast,Netflix,Device Availability,Bundling,35-44,South,<$35K,6.0
2018,11560,Broadcast,Disney+,Price,Content Selection,55+,Midwest,<$35K,5.25
2018,10283,print media,Spotify,Price,Recommendation,35-44,Midwest,$35K-$75K,
2018,11033,Network TV,Amazon Prime Video,Convenience,,55+,Northeast,>$150K,
2018,10943,Cable television,Apple TV+,Convenience,Price,35-44,South,>$150K,4.61
2018,11559,Broadcast TV,Spotify,Bundling,,45-54,Northeast,>$150K,10.0
2018,10921,cable tv,Peacock,Content Selection,,35-44,Northeast,>$150K,7.0
2018,11366,Cable television,Netflix,Convenience,,25-34,Northeast,$35K-$75K,7.0
2018,10919,Cable,Paramount+,Device Availability,,18-24,West,>$150K,8.0
2018,10305,broadcast tv,Peacock,Bundling,,45-54,South,<$35K,10.0
2018,11774,Cable,Netflix,Device Availability,,45-54,Northeast,>$150K,5.96
2018,11490,Cable television,Amazon Prime Video,Bundling,Bundling,25-34,South,$75K-$150K,7.18
2018,10666,Satellite radio,Paramount+,Device Availability,,18-24,South,$35K-$75K,3.0
2018,10182,Broadcast,Hulu,Content Selection,Convenience,25-34,South,>$150K,8.0
2018,11638,Broadcast,Amazon Prime Video,Convenience,Price,55+,West,<$35K,6.93
2018,11279,cable tv,Peacock,Content Selection,Price,25-34,Northeast,<$35K,10.0
2018,11360,Print,Peacock,Content Selection,Recommendation,35-44,Midwest,$75K-$150K,8.0
2018,11277,Broadcast,Apple TV+,Convenience,,35-44,Midwest,$35K-$75K,6.0
2018,10838,CABLE TV,Hulu,Price,,25-34,South,>$150K,5.8
2018,10793,broadcast tv,Max,Device Availability,,25-34,South,<$35K,8.0
2018,10476,satellite radio,Apple TV+,Recommendation,,18-24,West,<$35K,8.0
2018,10809,Print,Disney+,Bundling,Content Selection,35-44,Northeast,<$35K,8.0
2018,10694,Broadcast TV,Disney+,Recommendation,,45-54,West,>$150K,4.14
2018,11107,CABLE TV,Amazon Prime Video,Bundling,,55+,West,$75K-$150K,6.0
2018,10093,Cable TV,Spotify,Content Selection,Device Availability,25-34,Midwest,$35K-$75K,8.0
2018,11962,Broadcast,Amazon Prime Video,Bundling,Device Availability,35-44,Midwest,$75K-$150K,9.0
2018,11373,broadcast tv,Apple TV+,Price,,18-24,Midwest,$35K-$75K,8.21
2018,11822,Cable TV,Spotify,Device Availability,,55+,Northeast,>$150K,8.0
2018,10907,Cable television,Amazon Prime Video,Convenience,Bundling,45-54,South,>$150K,6.0
2018,11507,Cable television,Hulu,Recommendation,Content Selection,25-34,South,>$150K,8.0
2018,10568,SiriusXM,YouTube,Content Selection,Price,45-54,South,>$150K,6.0
2018,11322,CABLE TV,Disney+,Device Availability,,18-24,Northeast,>$150K,
2018,10181,Satellite Radio,Disney+,Content Selection,,35-44,South,<$35K,7.38
2018,11773,satellite radio,Hulu,Content Selection,Bundling,45-54,South,$75K-$150K,
2018,10339,Broadcast TV,Netflix,Price,Convenience,18-24,West,$35K-$75K,
2018,11448,Cable,Peacock,Recommendation,Device Availability,35-44,South,>$150K,6.0
2018,10050,print media,Hulu,Convenience,Bundling,35-44,Northeast,$75K-$150K,4.0
2018,11171,Satellite radio,Disney+,Recommendation,,55+,South,>$150K,8.0
2018,11290,Cable TV,Max,Recommendation,,35-44,Northeast,<$35K,9.0
2018,11630,Satellite radio,Apple TV+,Content Selection,Device Availability,45-54,Northeast,<$35K,2.77
2018,11580,print media,Peacock,Convenience,Recommendation,45-54,West,$75K-$150K,5.0
2018,10632,Newspaper,Peacock,Bundling,,55+,West,$35K-$75K,5.0
2018,11149,Broadcast,Hulu,Content Selection,Content Selection,18-24,Midwest,>$150K,8.0
2018,11321,cable tv,Apple TV+,Content Selection,Content Selection,55+,West,$35K-$75K,7.11
2018,10253,Broadcast,Peacock,Device Availability,Recommendation,35-44,Northeast,<$35K,8.04
2018,11318,Satellite radio,Netflix,Content Selection,Price,25-34,Northeast,<$35K,3.81
2018,11145,broadcast tv,Paramount+,Recommendation,,45-54,Northeast,$75K-$150K,5.41
2018,10174,Broadcast,Spotify,Content Selection,Recommendation,45-54,Midwest,$75K-$150K,6.0
2018,11956,Broadcast,Amazon Prime Video,Recommendation,,25-34,West,$35K-$75K,5.0
2018,11267,Broadcast TV,Paramount+,Recommendation,Device Availability,45-54,West,$35K-$75K,8.43
2018,11109,cable tv,YouTube,Convenience,Convenience,25-34,Northeast,<$35K,7.38
2018,11181,print media,Spotify,Content Selection,,18-24,South,$75K-$150K,
2018,11551,Newspaper,Netflix,Price,Convenience,18-24,Midwest,$75K-$150K,8.0
2018,10108,Cable television,Apple TV+,Content Selection,,18-24,Midwest,>$150K,8.0
2018,11960,Cable television,Paramount+,Bundling,,18-24,Midwest,$35K-$75K,6.0
2018,11167,Satellite Radio,Amazon Prime Video,Content Selection,,25-34,South,$75K-$150K,6.0
2018,11068,Print,Peacock,Content Selection,Bundling,55+,Northeast,$35K-$75K,7.0
2018,10387,Cable TV,Disney+,Convenience,,18-24,West,<$35K,5.75
2018,11537,broadcast tv,Hulu,Price,Recommendation,35-44,West,$75K-$150K,7.0
2018,10974,Print,YouTube,Recommendation,Convenience,45-54,West,$35K-$75K,5.0
2018,11029,Cable television,Spotify,Recommendation,Device Availability,18-24,Northeast,$35K-$75K,8.0
2018,11836,Cable TV,Max,Recommendation,Recommendation,18-24,South,>$150K,9.0
2018,10038,Network TV,Hulu,Price,Price,45-54,West,$35K-$75K,4.9
2018,10246,CABLE TV,Paramount+,Content Selection,,45-54,Northeast,$75K-$150K,4.63
2018,11348,CABLE TV,Netflix,Bundling,,18-24,Midwest,>$150K,7.44
2018,11917,Cable TV,Peacock,Convenience,Content Selection,18-24,South,<$35K,7.0
2018,11089,Broadcast,Max,Content Selection,,18-24,West,$75K-$150K,7.53
2018,10368,Cable television,Paramount+,Recommendation,,25-34,West,$75K-$150K,9.0
2018,11970,Satellite radio,Hulu,Device Availability,,55+,South,$75K-$150K,6.0
2018,10563,broadcast tv,Netflix,Content Selection,,25-34,West,$75K-$150K,10.0
2018,11611,Cable television,Disney+,Device Availability,Bundling,18-24,Northeast,$35K-$75K,9.92
2018,10421,Broadcast,YouTube,Recommendation,Content Selection,25-34,Northeast,$75K-$150K,7.0
2018,10502,SiriusXM,Paramount+,Recommendation,Convenience,55+,West,$75K-$150K,6.5
2019,10542,Broadcast TV,Amazon Prime Video,Device Availability,Convenience,45-54,South,$35K-$75K,6.0
2019,11699,Print,Apple TV+,Convenience,,55+,Northeast,$35K-$75K,10.51
2019,11046,CABLE TV,Netflix,Bundling,Bundling,25-34,South,$75K-$150K,7.75
2019,10234,print media,Max,Convenience,,18-24,Midwest,$75K-$150K,8.0
2019,11372,Network TV,Amazon Prime Video,Convenience,Device Availability,35-44,West,<$35K,4.0
2019,11354,Newspaper,Peacock,Recommendation,Device Availability,35-44,Midwest,<$35K,5.0
2019,10496,satellite radio,Hulu,Recommendation,Price,55+,Midwest,>$150K,6.0
2019,10925,Broadcast TV,Hulu,Content Selection,,45-54,South,$75K-$150K,10.05
2019,11308,Broadcast,Apple TV+,Price,Device Availability,18-24,Midwest,$35K-$75K,4.0
2019,11428,Broadcast,Spotify,Content Selection,Convenience,55+,Northeast,>$150K,7.0
2019,11300,print media,Amazon Prime Video,Price,,45-54,Northeast,$75K-$150K,6.0
2019,11149,Broadcast TV,Max,Price,,55+,Northeast,>$150K,7.0
2019,11181,Broadcast TV,Apple TV+,Device Availability,Recommendation,18-24,West,$75K-$150K,6.0
2019,11232,Broadcast TV,Peacock,Convenience,,45-54,West,<$35K,10.0
2019,10209,Cable,Netflix,Price,Convenience,45-54,South,$35K-$75K,9.0
2019,10393,Broadcast TV,Netflix,Convenience,,18-24,Northeast,<$35K,8.32
2019,11437,Network TV,Max,Device Availability,Content Selection,55+,West,<$35K,9.0
2019,11270,Newspaper,Paramount+,Device Availability,Bundling,25-34,West,>$150K,9.0
2019,11920,print media,Hulu,Convenience,,18-24,Midwest,$35K-$75K,5.22
2019,11894,Print,Amazon Prime Video,Price,,45-54,West,$35K-$75K,4.0
2019,11855,newspaper,Spotify,Convenience,,35-44,West,$35K-$75K,7.0
2019,11755,Network TV,YouTube,Bundling,Recommendation,25-34,Northeast,$75K-$150K,6.0
2019,10203,newspaper,Hulu,Content Selection,,18-24,Northeast,$35K-$75K,9.0
2019,10179,broadcast tv,Max,Price,,18-24,Midwest,>$150K,7.0
2019,11650,broadcast tv,Netflix,Recommendation,Price,18-24,West,>$150K,7.2
2019,11714,SiriusXM,Hulu,Device Availability,Content Selection,18-24,South,<$35K,
2019,10212,cable tv,Amazon Prime Video,Price,,35-44,South,>$150K,6.0
2019,10183,Cable,Disney+,Content Selection,Convenience,55+,Midwest,<$35K,7.0
2019,11330,Newspaper,Max,Device Availability,Convenience,18-24,South,$35K-$75K,6.0
2019,10033,Broadcast TV,Disney+,Convenience,,25-34,Northeast,$75K-$150K,9.0
2019,11262,Broadcast,Paramount+,Price,Price,55+,Midwest,$35K-$75K,5.72
2019,11909,broadcast tv,Paramount+,Recommendation,,55+,Midwest,>$150K,7.0
2019,10842,Print Media,Apple TV+,Bundling,,55+,West,<$35K,6.53
2019,11016,Broadcast,Disney+,Convenience,,25-34,West,$75K-$150K,8.96
2019,11535,Newspaper,Hulu,Convenience,,55+,West,$35K-$75K,7.0
2019,11539,broadcast tv,Max,Content Selection,Bundling,35-44,Northeast,>$150K,10.0
2019,11277,Print Media,Max,Price,,45-54,South,>$150K,6.0
2019,11898,Cable television,Max,Price,,18-24,West,<$35K,5.0
2019,11115,Cable television,Max,Price,Device Availability,18-24,Northeast,$75K-$150K,9.0
2019,10204,newspaper,Disney+,Price,,25-34,South,>$150K,9.61
2019,11297,Cable television,Apple TV+,Content Selection,,45-54,West,>$150K,8.0
2019,10909,Network TV,Apple TV+,Bundling,Content Selection,35-44,South,>$150K,7.0
2019,11030,CABLE TV,Paramount+,Bundling,Recommendation,18-24,South,>$150K,6.0
2019,11190,Network TV,Peacock,Recommendation,,55+,Northeast,>$150K,4.8
2019,10066,print media,YouTube,Bundling,Bundling,55+,Midwest,<$35K,6.86
2019,11367,newspaper,Paramount+,Price,Convenience,18-24,Midwest,<$35K,5.0
2019,10593,Satellite Radio,Hulu,Device Availability,,55+,Northeast,$35K-$75K,4.5
2019,11744,print media,Max,Device Availability,Price,45-54,South,<$35K,
2019,10861,Cable TV,Spotify,Price,Price,45-54,Northeast,>$150K,4.0
2019,10433,Cable,Spotify,Convenience,,45-54,Northeast,>$150K,9.4
2019,10456,Cable,Disney+,Bundling,,55+,South,>$150K,5.0
2019,11591,broadcast tv,Peacock,Recommendation,,18-24,West,>$150K,6.98
2019,10931,Cable TV,YouTube,Recommendation,Convenience,18-24,West,<$35K,8.0
2019,11129,Broadcast TV,Disney+,Convenience,,55+,South,$75K-$150K,6.0
2019,10780,Broadcast,Disney+,Convenience,,55+,Midwest,>$150K,6.0
2019,10234,Network TV,Hulu,Device Availability,,45-54,South,$75K-$150K,4.0
2019,10400,Print Media,YouTube,Bundling,,18-24,Northeast,<$35K,7.43
2019,11753,Newspaper,Apple TV+,Content Selection,,25-34,Northeast,$35K-$75K,6.0
2019,10961,Print,Netflix,Bundling,Price,18-24,West,$75K-$150K,4.0
2019,11946,SiriusXM,Disney+,Device Availability,,25-34,South,$75K-$150K,5.0
2019,10254,Cable,Peacock,Bundling,,25-34,Northeast,<$35K,5.0
2019,10718,Print Media,Peacock,Bundling,,18-24,Midwest,$35K-$75K,5.0
2019,11981,newspaper,Paramount+,Content Selection,,55+,West,$75K-$150K,4.0
2019,11625,Network TV,Hulu,Bundling,Bundling,35-44,Northeast,<$35K,9.83
2019,11871,Broadcast TV,Amazon Prime Video,Convenience,,35-44,West,$75K-$150K,10.12
2019,10950,satellite radio,Peacock,Bundling,Device Availability,18-24,West,$75K-$150K,8.31
2019,10845,Broadcast,Apple TV+,Price,Bundling,35-44,Northeast,$35K-$75K,4.0
2019,11859,Print,Apple TV+,Price,,55+,Northeast,>$150K,6.93
2019,11680,Cable TV,Paramount+,Bundling,Convenience,45-54,West,$75K-$150K,8.0
2019,11320,Cable,Spotify,Bundling,,18-24,West,<$35K,3.0
2019,11441,Cable television,Spotify,Content Selection,Price,55+,Midwest,$75K-$150K,
2019,11606,CABLE TV,Netflix,Content Selection,Bundling,55+,Northeast,<$35K,8.61
2019,11517,Cable TV,Disney+,Recommendation,Price,35-44,Midwest,$35K-$75K,8.0
2019,10810,Satellite Radio,Max,Bundling,Device Availability,35-44,South,>$150K,7.0
2019,10015,Print Media,Amazon Prime Video,Bundling,,35-44,Northeast,<$35K,6.0
2019,11924,Cable,Spotify,Content Selection,Bundling,25-34,Northeast,$75K-$150K,8.0
2019,10767,Cable,Paramount+,Device Availability,,18-24,Northeast,>$150K,8.0
2019,11601,Print,Max,Bundling,Price,45-54,West,>$150K,
2019,10458,Cable,Peacock,Bundling,Convenience,18-24,Midwest,<$35K,9.0
2019,11039,CABLE TV,Amazon Prime Video,Price,Bundling,45-54,West,<$35K,5.0
2019,10548,Print Media,Spotify,Recommendation,Device Availability,55+,Midwest,$35K-$75K,8.76
2019,11801,Print Media,Max,Price,,55+,Midwest,$75K-$150K,6.3
2019,11348,cable tv,Max,Device Availability,,55+,Northeast,<$35K,6.0
2019,10541,Broadcast TV,Paramount+,Price,,35-44,West,$35K-$75K,9.0
2019,10629,CABLE TV,Spotify,Convenience,,45-54,South,$75K-$150K,6.95
2019,11717,Satellite radio,YouTube,Device Availability,Price,18-24,South,>$150K,5.36
2019,11848,Print,Max,Convenience,Convenience,55+,Northeast,$35K-$75K,6.0
2019,11628,cable tv,YouTube,Convenience,,45-54,Northeast,>$150K,7.39
2019,11862,broadcast tv,Apple TV+,Recommendation,,35-44,West,$75K-$150K,
2019,10849,newspaper,Netflix,Price,,35-44,Midwest,$35K-$75K,6.0
2019,11378,Satellite radio,Peacock,Device Availability,Price,25-34,West,<$35K,
2019,10494,Network TV,Apple TV+,Convenience,Bundling,35-44,South,$75K-$150K,5.0
2019,10008,Network TV,Apple TV+,Device Availability,,25-34,West,>$150K,6.0
2019,11843,Satellite radio,Paramount+,Recommendation,Content Selection,55+,South,>$150K,8.0
2019,11861,satellite radio,Apple TV+,Convenience,Recommendation,45-54,South,>$150K,5.0
2019,10031,Cable TV,Peacock,Convenience,,45-54,Northeast,$35K-$75K,5.0
2019,10053,Cable,Hulu,Content Selection,,55+,West,>$150K,6.0
2019,10314,cable tv,YouTube,Bundling,,18-24,Northeast,$75K-$150K,8.0
2019,11618,SiriusXM,Max,Recommendation,,25-34,Northeast,$35K-$75K,9.0
2019,10766,Network TV,Disney+,Bundling,,35-44,Northeast,$35K-$75K,5.0
2019,11721,SiriusXM,Max,Convenience,Content Selection,25-34,Northeast,$35K-$75K,5.0
2019,11672,Broadcast,Hulu,Convenience,Recommendation,25-34,South,$75K-$150K,7.41
2019,11062,Satellite Radio,Amazon Prime Video,Device Availability,Price,25-34,South,<$35K,6.0
2019,11679,Cable television,Netflix,Convenience,Bundling,45-54,West,$35K-$75K,6.5
2019,11518,Cable TV,Paramount+,Recommendation,,18-24,South,$75K-$150K,6.7
2019,11228,Print,Apple TV+,Content Selection,,35-44,West,<$35K,6.0
2019,10650,Newspaper,Hulu,Device Availability,,35-44,South,<$35K,9.0
2019,10686,print media,Amazon Prime Video,Convenience,,45-54,South,>$150K,6.01
2019,10349,newspaper,Amazon Prime Video,Price,Recommendation,55+,South,$35K-$75K,9.0
2019,11964,cable tv,Paramount+,Bundling,,25-34,Midwest,$35K-$75K,7.0
2019,11171,Network TV,YouTube,Convenience,,35-44,Northeast,$35K-$75K,9.63
2019,10880,Print Media,Amazon Prime Video,Device Availability,Content Selection,45-54,Midwest,<$35K,9.0
2019,10495,Cable television,Paramount+,Bundling,Content Selection,18-24,Midwest,$75K-$150K,3.02
2019,11138,Print Media,Apple TV+,Recommendation,Recommendation,45-54,West,$75K-$150K,6.62
2019,11993,Print Media,Netflix,Convenience,Content Selection,55+,South,$35K-$75K,7.0
2019,10801,CABLE TV,Netflix,Device Availability,Recommendation,18-24,Midwest,$75K-$150K,6.0
2019,10394,Satellite radio,Apple TV+,Bundling,Content Selection,55+,West,$35K-$75K,7.0
2019,11319,Satellite radio,Netflix,Price,,55+,Northeast,>$150K,7.83
2019,10805,Cable TV,Amazon Prime Video,Device Availability,,25-34,Northeast,$75K-$150K,7.0
2019,11696,Print Media,Hulu,Price,Device Availability,45-54,Northeast,<$35K,4.0
2019,10105,Print,YouTube,Recommendation,Bundling,35-44,Midwest,>$150K,6.41
2019,11641,CABLE TV,Paramount+,Recommendation,Price,25-34,West,$75K-$150K,7.0
2019,11908,Broadcast,Peacock,Price,,45-54,Midwest,<$35K,
2019,11183,Newspaper,Apple TV+,Recommendation,,35-44,Midwest,$35K-$75K,7.0
2019,10878,Cable,Amazon Prime Video,Recommendation,,18-24,South,>$150K,5.0
2019,10263,Cable television,Max,Recommendation,Convenience,25-34,Northeast,$75K-$150K,5.0
2019,11923,Print Media,Amazon Prime Video,Bundling,,55+,West,$75K-$150K,8.0
2019,11303,Satellite Radio,Hulu,Recommendation,,45-54,South,<$35K,6.0
2019,10799,Cable television,Hulu,Price,,45-54,South,>$150K,9.14
2019,11491,cable tv,Max,Bundling,Convenience,55+,South,$35K-$75K,10.0
2019,10355,Print Media,Spotify,Bundling,Recommendation,25-34,Midwest,$35K-$75K,8.0
2019,10825,Cable television,Hulu,Price,Content Selection,25-34,Northeast,>$150K,9.25
